file,line,include,resolved,target_area
src/composing/analysis/key/keymodeanalyzer.cpp,23,keymodeanalyzer.h,keymodeanalyzer.h,external
src/composing/analysis/key/keymodeanalyzer.cpp,24,../chord/analysisutils.h,src/composing/analysis/chord/analysisutils.h,chord
src/composing/analysis/key/keymodeanalyzer.h,28,../types/analysistypes.h,src/composing/analysis/types/analysistypes.h,types
src/composing/analysis/key/keymodeformatting.cpp,23,keymodeanalyzer.h,keymodeanalyzer.h,external
src/composing/analysis/key/keymodesequence.cpp,23,keymodesequence.h,keymodesequence.h,external
src/composing/analysis/key/keymodesequence.cpp,32,engraving/types/constants.h,engraving/types/constants.h,types
src/composing/analysis/key/keymodesequence.cpp,34,composing/analysis/engravingbridge/regiontonecollector.h,composing/analysis/engravingbridge/regiontonecollector.h,engravingbridge
src/composing/analysis/key/keymodesequence.h,99,keymodeanalyzer.h,keymodeanalyzer.h,external
src/composing/analysis/key/keymodesequence.h,100,composing/analysis/notemodel/note_model.h,composing/analysis/notemodel/note_model.h,notemodel
src/composing/analysis/key/keymodesequence.h,101,composing/analysis/scoreharvest/metricweights.h,composing/analysis/scoreharvest/metricweights.h,scoreharvest
src/composing/analysis/key/keymodesequence.h,102,composing/analysis/slicing/slicer.h,composing/analysis/slicing/slicer.h,slicing
src/composing/analysis/key/keyresolver.cpp,23,keyresolver.h,keyresolver.h,external
src/composing/analysis/key/keyresolver.cpp,29,engraving/dom/chord.h,engraving/dom/chord.h,external
src/composing/analysis/key/keyresolver.cpp,30,engraving/dom/chordrest.h,engraving/dom/chordrest.h,external
src/composing/analysis/key/keyresolver.cpp,31,engraving/dom/key.h,engraving/dom/key.h,external
src/composing/analysis/key/keyresolver.cpp,32,engraving/dom/keysig.h,engraving/dom/keysig.h,external
src/composing/analysis/key/keyresolver.cpp,33,engraving/dom/measure.h,engraving/dom/measure.h,external
src/composing/analysis/key/keyresolver.cpp,34,engraving/dom/note.h,engraving/dom/note.h,external
src/composing/analysis/key/keyresolver.cpp,35,engraving/dom/score.h,engraving/dom/score.h,external
src/composing/analysis/key/keyresolver.cpp,36,engraving/dom/segment.h,engraving/dom/segment.h,external
src/composing/analysis/key/keyresolver.cpp,37,engraving/dom/staff.h,engraving/dom/staff.h,external
src/composing/analysis/key/keyresolver.cpp,38,engraving/types/constants.h,engraving/types/constants.h,types
src/composing/analysis/key/keyresolver.cpp,39,engraving/types/fraction.h,engraving/types/fraction.h,types
src/composing/analysis/key/keyresolver.cpp,41,composing/analysis/chord/analysisutils.h,composing/analysis/chord/analysisutils.h,chord
src/composing/analysis/key/keyresolver.cpp,42,composing/analysis/engravingbridge/regiontonecollector.h,composing/analysis/engravingbridge/regiontonecollector.h,engravingbridge
src/composing/analysis/key/keyresolver.cpp,43,composing/analysis/scoreharvest/metricweights.h,composing/analysis/scoreharvest/metricweights.h,scoreharvest
src/composing/analysis/key/keyresolver.h,56,composing/analysis/key/keymodeanalyzer.h,composing/analysis/key/keymodeanalyzer.h,key
src/composing/analysis/key/modepriorpresets.cpp,23,modepriorpresets.h,modepriorpresets.h,external
src/composing/analysis/region/harmonicrhythm.h,29,../chord/chordanalyzer.h,src/composing/analysis/chord/chordanalyzer.h,chord
src/composing/analysis/region/harmonicrhythm.h,30,../key/keymodeanalyzer.h,src/composing/analysis/key/keymodeanalyzer.h,key
src/composing/analysis/region/regionanalyzer.cpp,23,regionanalyzer.h,regionanalyzer.h,external
src/composing/analysis/region/regionanalyzer.cpp,30,engraving/dom/chord.h,engraving/dom/chord.h,external
src/composing/analysis/region/regionanalyzer.cpp,31,engraving/dom/engravingitem.h,engraving/dom/engravingitem.h,external
src/composing/analysis/region/regionanalyzer.cpp,32,engraving/dom/key.h,engraving/dom/key.h,external
src/composing/analysis/region/regionanalyzer.cpp,33,engraving/dom/masterscore.h,engraving/dom/masterscore.h,external
src/composing/analysis/region/regionanalyzer.cpp,34,engraving/dom/measure.h,engraving/dom/measure.h,external
src/composing/analysis/region/regionanalyzer.cpp,35,engraving/dom/segment.h,engraving/dom/segment.h,external
src/composing/analysis/region/regionanalyzer.cpp,36,engraving/dom/staff.h,engraving/dom/staff.h,external
src/composing/analysis/region/regionanalyzer.cpp,37,engraving/types/constants.h,engraving/types/constants.h,types
src/composing/analysis/region/regionanalyzer.cpp,39,composing/analysis/chord/analysisutils.h,composing/analysis/chord/analysisutils.h,chord
src/composing/analysis/region/regionanalyzer.cpp,40,composing/analysis/chord/chordanalyzer.h,composing/analysis/chord/chordanalyzer.h,chord
src/composing/analysis/region/regionanalyzer.cpp,41,composing/analysis/decode/chordpathdecoder.h,composing/analysis/decode/chordpathdecoder.h,decode
src/composing/analysis/region/regionanalyzer.cpp,42,composing/analysis/engravingbridge/phraseboundaryview.h,composing/analysis/engravingbridge/phraseboundaryview.h,engravingbridge
src/composing/analysis/region/regionanalyzer.cpp,43,composing/analysis/engravingbridge/regiontonecollector.h,composing/analysis/engravingbridge/regiontonecollector.h,engravingbridge
src/composing/analysis/region/regionanalyzer.cpp,44,composing/analysis/function/harmonicfunctionlayer.h,composing/analysis/function/harmonicfunctionlayer.h,function
src/composing/analysis/region/regionanalyzer.cpp,45,composing/analysis/harmony/harmonicsegmenter.h,composing/analysis/harmony/harmonicsegmenter.h,harmony
src/composing/analysis/region/regionanalyzer.cpp,46,composing/analysis/key/keymodeanalyzer.h,composing/analysis/key/keymodeanalyzer.h,key
src/composing/analysis/region/regionanalyzer.cpp,47,composing/analysis/key/keymodesequence.h,composing/analysis/key/keymodesequence.h,key
src/composing/analysis/region/regionanalyzer.cpp,48,composing/analysis/key/keyresolver.h,composing/analysis/key/keyresolver.h,key
src/composing/analysis/region/regionanalyzer.cpp,49,composing/analysis/region/sparsechordrefinement.h,composing/analysis/region/sparsechordrefinement.h,region
src/composing/analysis/region/regionanalyzer.cpp,50,composing/analysis/scoreharvest/metricweights.h,composing/analysis/scoreharvest/metricweights.h,scoreharvest
src/composing/analysis/region/regionanalyzer.cpp,51,composing/analysis/section/jointkeydecision.h,composing/analysis/section/jointkeydecision.h,section
src/composing/analysis/region/regionanalyzer.cpp,52,composing/analysis/slicing/slicer.h,composing/analysis/slicing/slicer.h,slicing
src/composing/analysis/region/regionanalyzer.h,47,composing/analysis/chord/chordanalyzer.h,composing/analysis/chord/chordanalyzer.h,chord
src/composing/analysis/region/regionanalyzer.h,48,composing/analysis/key/keymodeanalyzer.h,composing/analysis/key/keymodeanalyzer.h,key
src/composing/analysis/region/regionanalyzer.h,49,composing/analysis/region/harmonicrhythm.h,composing/analysis/region/harmonicrhythm.h,region
src/composing/analysis/region/regionanalyzer.h,50,engraving/types/fraction.h,engraving/types/fraction.h,types
src/composing/analysis/section/cadencekeyanchor.cpp,23,composing/analysis/section/cadencekeyanchor.h,composing/analysis/section/cadencekeyanchor.h,section
src/composing/analysis/section/cadencekeyanchor.cpp,25,composing/analysis/chord/analysisutils.h,composing/analysis/chord/analysisutils.h,chord
src/composing/analysis/section/cadencekeyanchor.h,50,composing/analysis/chord/chordanalyzer.h,composing/analysis/chord/chordanalyzer.h,chord
src/composing/analysis/section/jointkeydecision.cpp,23,composing/analysis/section/jointkeydecision.h,composing/analysis/section/jointkeydecision.h,section
src/composing/analysis/section/jointkeydecision.cpp,25,composing/analysis/chord/analysisutils.h,composing/analysis/chord/analysisutils.h,chord
src/composing/analysis/section/jointkeydecision.h,84,composing/analysis/section/localmodulationdetector.h,composing/analysis/section/localmodulationdetector.h,section
src/composing/analysis/section/jointkeydecision.h,85,composing/analysis/chord/chordanalyzer.h,composing/analysis/chord/chordanalyzer.h,chord
src/composing/analysis/section/localmodulationdetector.cpp,23,composing/analysis/section/localmodulationdetector.h,composing/analysis/section/localmodulationdetector.h,section
src/composing/analysis/section/localmodulationdetector.cpp,25,composing/analysis/chord/analysisutils.h,composing/analysis/chord/analysisutils.h,chord
src/composing/analysis/section/localmodulationdetector.h,56,composing/analysis/section/cadencekeyanchor.h,composing/analysis/section/cadencekeyanchor.h,section
src/composing/analysis/section/sectionanalyzer.cpp,30,composing/analysis/section/sectionanalyzer.h,composing/analysis/section/sectionanalyzer.h,section
src/composing/analysis/section/sectionanalyzer.cpp,31,composing/analysis/param/paramoverride.h,composing/analysis/param/paramoverride.h,param
src/composing/analysis/section/sectionanalyzer.cpp,42,engraving/dom/chord.h,engraving/dom/chord.h,external
src/composing/analysis/section/sectionanalyzer.cpp,43,engraving/dom/key.h,engraving/dom/key.h,external
src/composing/analysis/section/sectionanalyzer.cpp,44,engraving/dom/masterscore.h,engraving/dom/masterscore.h,external
src/composing/analysis/section/sectionanalyzer.cpp,45,engraving/dom/measure.h,engraving/dom/measure.h,external
src/composing/analysis/section/sectionanalyzer.cpp,46,engraving/dom/note.h,engraving/dom/note.h,external
src/composing/analysis/section/sectionanalyzer.cpp,47,engraving/dom/segment.h,engraving/dom/segment.h,external
src/composing/analysis/section/sectionanalyzer.cpp,48,engraving/dom/sig.h,engraving/dom/sig.h,external
src/composing/analysis/section/sectionanalyzer.cpp,49,engraving/dom/staff.h,engraving/dom/staff.h,external
src/composing/analysis/section/sectionanalyzer.cpp,50,engraving/types/constants.h,engraving/types/constants.h,types
src/composing/analysis/section/sectionanalyzer.cpp,52,composing/analysis/chord/analysisutils.h,composing/analysis/chord/analysisutils.h,chord
src/composing/analysis/section/sectionanalyzer.cpp,53,composing/analysis/chord/chordanalyzer.h,composing/analysis/chord/chordanalyzer.h,chord
src/composing/analysis/section/sectionanalyzer.cpp,54,composing/analysis/engravingbridge/regiontonecollector.h,composing/analysis/engravingbridge/regiontonecollector.h,engravingbridge
src/composing/analysis/section/sectionanalyzer.cpp,55,composing/analysis/key/keymodeanalyzer.h,composing/analysis/key/keymodeanalyzer.h,key
src/composing/analysis/section/sectionanalyzer.cpp,56,composing/analysis/region/sparsechordrefinement.h,composing/analysis/region/sparsechordrefinement.h,region
src/composing/analysis/section/sectionanalyzer.cpp,57,composing/analysis/section/jointkeydecision.h,composing/analysis/section/jointkeydecision.h,section
src/composing/analysis/section/sectionanalyzer.h,44,composing/analysis/chord/chordanalyzer.h,composing/analysis/chord/chordanalyzer.h,chord
src/composing/analysis/section/sectionanalyzer.h,45,composing/analysis/key/keymodeanalyzer.h,composing/analysis/key/keymodeanalyzer.h,key
src/composing/analysis/section/sectionanalyzer.h,46,composing/analysis/region/harmonicrhythm.h,composing/analysis/region/harmonicrhythm.h,region
src/composing/analysis/section/sectionanalyzer.h,47,composing/analyzed_section.h,composing/analyzed_section.h,external
src/composing/analysis/section/sectionanalyzer.h,48,engraving/types/fraction.h,engraving/types/fraction.h,types
src/composing/analysis/section/sectioncadencedetection.cpp,31,composing/analysis/section/sectionanalyzer.h,composing/analysis/section/sectionanalyzer.h,section
src/composing/analysis/section/sectioncadencedetection.cpp,38,composing/analysis/chord/analysisutils.h,composing/analysis/chord/analysisutils.h,chord
src/composing/analysis/section/sectioncadencedetection.cpp,39,composing/analysis/chord/chordanalyzer.h,composing/analysis/chord/chordanalyzer.h,chord
src/composing/analysis/section/sectioncadencedetection.cpp,40,composing/analysis/key/keymodeanalyzer.h,composing/analysis/key/keymodeanalyzer.h,key
src/composing/analysis/section/sectioncadencedetection.cpp,41,composing/analysis/region/sparsechordrefinement.h,composing/analysis/region/sparsechordrefinement.h,region
