file,line,value,func,context
src/composing/analysis/key/keymodeanalyzer.cpp,39,7,<file-scope>,"std::array<int, 7> intervals;  ///< Semitones from tonic for each scale degree"
src/composing/analysis/key/keymodeanalyzer.cpp,43,21,<file-scope>,"constexpr std::array<ModeDef, 21> MODES = {{"
src/composing/analysis/key/keymodeanalyzer.cpp,45,2,<file-scope>,"{ ""Ionian"",              { 0, 2, 4, 5, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,45,4,<file-scope>,"{ ""Ionian"",              { 0, 2, 4, 5, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,45,5,<file-scope>,"{ ""Ionian"",              { 0, 2, 4, 5, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,45,7,<file-scope>,"{ ""Ionian"",              { 0, 2, 4, 5, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,45,9,<file-scope>,"{ ""Ionian"",              { 0, 2, 4, 5, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,45,11,<file-scope>,"{ ""Ionian"",              { 0, 2, 4, 5, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,46,2,<file-scope>,"{ ""Dorian"",              { 0, 2, 3, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,46,3,<file-scope>,"{ ""Dorian"",              { 0, 2, 3, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,46,5,<file-scope>,"{ ""Dorian"",              { 0, 2, 3, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,46,7,<file-scope>,"{ ""Dorian"",              { 0, 2, 3, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,46,9,<file-scope>,"{ ""Dorian"",              { 0, 2, 3, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,46,10,<file-scope>,"{ ""Dorian"",              { 0, 2, 3, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,47,3,<file-scope>,"{ ""Phrygian"",            { 0, 1, 3, 5, 7, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,47,5,<file-scope>,"{ ""Phrygian"",            { 0, 1, 3, 5, 7, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,47,7,<file-scope>,"{ ""Phrygian"",            { 0, 1, 3, 5, 7, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,47,8,<file-scope>,"{ ""Phrygian"",            { 0, 1, 3, 5, 7, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,47,10,<file-scope>,"{ ""Phrygian"",            { 0, 1, 3, 5, 7, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,48,2,<file-scope>,"{ ""Lydian"",              { 0, 2, 4, 6, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,48,4,<file-scope>,"{ ""Lydian"",              { 0, 2, 4, 6, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,48,6,<file-scope>,"{ ""Lydian"",              { 0, 2, 4, 6, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,48,7,<file-scope>,"{ ""Lydian"",              { 0, 2, 4, 6, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,48,9,<file-scope>,"{ ""Lydian"",              { 0, 2, 4, 6, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,48,11,<file-scope>,"{ ""Lydian"",              { 0, 2, 4, 6, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,49,2,<file-scope>,"{ ""Mixolydian"",          { 0, 2, 4, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,49,4,<file-scope>,"{ ""Mixolydian"",          { 0, 2, 4, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,49,5,<file-scope>,"{ ""Mixolydian"",          { 0, 2, 4, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,49,7,<file-scope>,"{ ""Mixolydian"",          { 0, 2, 4, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,49,9,<file-scope>,"{ ""Mixolydian"",          { 0, 2, 4, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,49,10,<file-scope>,"{ ""Mixolydian"",          { 0, 2, 4, 5, 7, 9, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,50,2,<file-scope>,"{ ""Aeolian"",             { 0, 2, 3, 5, 7, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,50,3,<file-scope>,"{ ""Aeolian"",             { 0, 2, 3, 5, 7, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,50,5,<file-scope>,"{ ""Aeolian"",             { 0, 2, 3, 5, 7, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,50,7,<file-scope>,"{ ""Aeolian"",             { 0, 2, 3, 5, 7, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,50,8,<file-scope>,"{ ""Aeolian"",             { 0, 2, 3, 5, 7, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,50,10,<file-scope>,"{ ""Aeolian"",             { 0, 2, 3, 5, 7, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,51,3,<file-scope>,"{ ""Locrian"",             { 0, 1, 3, 5, 6, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,51,5,<file-scope>,"{ ""Locrian"",             { 0, 1, 3, 5, 6, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,51,6,<file-scope>,"{ ""Locrian"",             { 0, 1, 3, 5, 6, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,51,8,<file-scope>,"{ ""Locrian"",             { 0, 1, 3, 5, 6, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,51,10,<file-scope>,"{ ""Locrian"",             { 0, 1, 3, 5, 6, 8, 10 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,53,2,<file-scope>,"{ ""Melodic Minor"",       { 0, 2, 3, 5, 7, 9, 11 } },"
src/composing/analysis/key/keymodeanalyzer.cpp,53,3,<file-scope>,"{ ""Melodic Minor"",       { 0, 2, 3, 5, 7, 9, 11 } },"
