file,line,value,func,context
src/composing/analysis/function/forwardoverride.cpp,32,0.0,overrideBar,if (c < 0.0) {
src/composing/analysis/function/forwardoverride.cpp,33,0.0,overrideBar,c = 0.0;
src/composing/analysis/function/forwardoverride.cpp,34,1.0,overrideBar,} else if (c > 1.0) {
src/composing/analysis/function/forwardoverride.cpp,35,1.0,overrideBar,c = 1.0;
src/composing/analysis/function/forwardoverride.h,81,1.0,<file-scope>,double baseBar         = 1.0;  ///< contradiction strength required at zero earlier-confidence
src/composing/analysis/function/forwardoverride.h,82,1.0,<file-scope>,"double confidenceScale = 1.0;  ///< extra bar per unit of earlier-layer confidence [0,1]"
src/composing/analysis/function/functioncadence.cpp,34,12,norm,return ((pitch % 12) + 12) % 12;
src/composing/analysis/function/functioncadence.cpp,34,12,norm,return ((pitch % 12) + 12) % 12;
src/composing/analysis/function/functioncadence.cpp,34,12,norm,return ((pitch % 12) + 12) % 12;
src/composing/analysis/function/functioncadence.cpp,74,11,dominantTritonePresent,"return eventHasPc(dom, tonicPc + 11) && eventHasPc(dom, tonicPc + 5);"
src/composing/analysis/function/functioncadence.cpp,74,5,dominantTritonePresent,"return eventHasPc(dom, tonicPc + 11) && eventHasPc(dom, tonicPc + 5);"
src/composing/analysis/function/functioncadence.cpp,88,5,isPredominant,if (r == 5 || r == 2 || r == 1 || r == 8) {
src/composing/analysis/function/functioncadence.cpp,88,2,isPredominant,if (r == 5 || r == 2 || r == 1 || r == 8) {
src/composing/analysis/function/functioncadence.cpp,88,8,isPredominant,if (r == 5 || r == 2 || r == 1 || r == 8) {
src/composing/analysis/function/functioncadence.cpp,114,7,isSecondInversionTonicTriad,return e.bassPc == norm(e.rootPc + 7);
src/composing/analysis/function/functioncadence.cpp,123,11,leadingToneResolves,"return voiceMovesFromTo(dom, arr, tonicPc + 11, tonicPc);"
src/composing/analysis/function/functioncadence.cpp,133,10,dominantSeventhPresent,"return eventHasPc(dom, dom.rootPc + 10);"
src/composing/analysis/function/functioncadence.cpp,149,3,isGenuineDominant,const int thirdPc = (arr.quality == ChordQuality::Minor) ? norm(tonicPc + 3)
src/composing/analysis/function/functioncadence.cpp,150,4,isGenuineDominant,: norm(tonicPc + 4);
src/composing/analysis/function/functioncadence.cpp,152,5,isGenuineDominant,"&& voiceMovesFromTo(dom, arr, tonicPc + 5, thirdPc)) {"
src/composing/analysis/function/functioncadence.cpp,196,0.0,cadenceTonicVote,return v < 0.0 ? 0.0 : v;
src/composing/analysis/function/functioncadence.cpp,196,0.0,cadenceTonicVote,return v < 0.0 ? 0.0 : v;
src/composing/analysis/function/functioncadence.cpp,236,7,tryAuthentic,&& (dom.rootPc == norm(tonicPc + 7));
src/composing/analysis/function/functioncadence.cpp,238,11,tryAuthentic,&& (dom.rootPc == norm(tonicPc + 11));
src/composing/analysis/function/functioncadence.cpp,301,7,tryDeceptive,const int tonicPc = norm(dom.rootPc - 7);
src/composing/analysis/function/functioncadence.cpp,305,9,tryDeceptive,const bool viMajorKey = (arr.rootPc == norm(tonicPc + 9))
src/composing/analysis/function/functioncadence.cpp,307,8,tryDeceptive,const bool bVIminorKey = (arr.rootPc == norm(tonicPc + 8))
src/composing/analysis/function/functioncadence.cpp,316,11,tryDeceptive,const int ltPc = norm(tonicPc + 11);
src/composing/analysis/function/functioncadence.cpp,358,7,tryHalf,const int tonicPc = norm(arr.rootPc - 7);
src/composing/analysis/function/functioncadence.cpp,368,8,tryHalf,&& pred.bassPc == norm(tonicPc + 8)
src/composing/analysis/function/functioncadence.cpp,369,7,tryHalf,&& arr.bassPc == norm(tonicPc + 7)
src/composing/analysis/function/functioncadence.cpp,370,11,tryHalf,&& norm(arr.bassPc - pred.bassPc) == 11) {
src/composing/analysis/function/functioncadence.cpp,383,5,tryHalf,|| (predDegree == 5 && pred.quality == ChordQuality::Minor)
src/composing/analysis/function/functioncadence.cpp,384,2,tryHalf,|| (predDegree == 2 && pred.quality == ChordQuality::Diminished);
src/composing/analysis/function/functioncadence.cpp,416,5,tryPlagal,if (r != 5 && r != 2 && r != 8) {
src/composing/analysis/function/functioncadence.cpp,416,2,tryPlagal,if (r != 5 && r != 2 && r != 8) {
src/composing/analysis/function/functioncadence.cpp,416,8,tryPlagal,if (r != 5 && r != 2 && r != 8) {
src/composing/analysis/function/functioncadence.cpp,450,7,tryEvaded,const int tonicPc = norm(dom.rootPc - 7);
src/composing/analysis/function/functioncadence.cpp,453,11,tryEvaded,"if (!eventHasPc(dom, norm(tonicPc + 11))) {"
src/composing/analysis/function/functioncadence.cpp,470,9,tryEvaded,const bool isSubmediant = (arr.rootPc == norm(tonicPc + 9))
src/composing/analysis/function/functioncadence.cpp,471,8,tryEvaded,|| (arr.rootPc == norm(tonicPc + 8));
src/composing/analysis/function/functioncadence.cpp,473,7,tryEvaded,&& (arr.rootPc == norm(tonicPc + 7));
src/composing/analysis/function/functioncadence.cpp,499,2,detectFunctionalCadences,if (events.size() < 2) {
src/composing/analysis/function/functioncadence.h,128,12,pc,int pc() const { return ((pitch % 12) + 12) % 12; }
src/composing/analysis/function/functioncadence.h,128,12,pc,int pc() const { return ((pitch % 12) + 12) % 12; }
src/composing/analysis/function/functioncadence.h,128,12,pc,int pc() const { return ((pitch % 12) + 12) % 12; }
src/composing/analysis/function/functioncadence.h,143,1.0,<file-scope>,"double metricWeight = 1.0;   ///< §3 metric weight of the event's onset [0.5,1.0]; higher = stronger"
src/composing/analysis/function/functioncadence.h,178,0.0,<file-scope>,double tonicVote = 0.0;      ///< the §5.2 weighted tonic vote (firewall seeds; direction fixed)
src/composing/analysis/function/functioncadence.h,195,1.0,<file-scope>,double wBase            = 1.0;   ///< every admitted cadence
src/composing/analysis/function/functioncadence.h,196,1.0,<file-scope>,double wBassFiveToOne   = 1.0;   ///< evidence: bass 5̂→1̂
src/composing/analysis/function/functioncadence.h,197,1.0,<file-scope>,double wLeadingTone     = 1.0;   ///< evidence: leading-tone resolution
src/composing/analysis/function/functioncadence.h,198,1.0,<file-scope>,double wSeventh         = 1.0;   ///< evidence: genuine dominant (seventh / resolving tritone)
src/composing/analysis/function/functioncadence.h,199,1.0,<file-scope>,"double wMetric          = 1.0;   ///< salience: multiplied by the event metric weight [0.5,1.0]"
src/composing/analysis/function/functioncadence.h,200,2.0,<file-scope>,double wPhraseBoundary  = 2.0;   ///< salience: fermata / section end (the structural primary)
src/composing/analysis/function/functioncadence.h,201,1.0,<file-scope>,double wFinalBar        = 1.0;   ///< salience: the final bar
src/composing/analysis/function/functioncadence.h,203,0.5,<file-scope>,double discountHalf     = 0.5;   ///< half is the weakest reading — held lower by rule
src/composing/analysis/function/functioncadence.h,204,0.5,<file-scope>,double discountPlagal   = 0.5;   ///< plagal is a possible post-cadential prolongation — lower by rule
src/composing/analysis/function/functioncadence.h,205,0.5,<file-scope>,double discountEvaded   = 0.5;   ///< evaded — lower by rule
src/composing/analysis/function/functionmodulation.cpp,51,0.0,decideTonicizationVsModulation,double cadentialWeight = 0.0;
src/composing/analysis/function/functionmodulation.cpp,77,1.0,decideTonicizationVsModulation,+ params.wSpelling * (d.spellingSupport ? 1.0 : 0.0);
src/composing/analysis/function/functionmodulation.cpp,77,0.0,decideTonicizationVsModulation,+ params.wSpelling * (d.spellingSupport ? 1.0 : 0.0);
src/composing/analysis/function/functionmodulation.h,111,1.0,<file-scope>,double baseChangeCost   = 1.0;  ///< the cost to commit a key change at zero persistence evidence
src/composing/analysis/function/functionmodulation.h,112,1.0,<file-scope>,double wDuration        = 1.0;  ///< evidence per whole-note of cadence-confirmed candidate-area duration
src/composing/analysis/function/functionmodulation.h,113,1.0,<file-scope>,double wCadentialWeight = 1.0;  ///< evidence per unit of accumulated §5.2 cadential vote inside the area
src/composing/analysis/function/functionmodulation.h,114,0.5,<file-scope>,"double wSpelling        = 0.5;  ///< §5.3 notated-spelling support (function-gated), SOFT — one input to (b)"
src/composing/analysis/function/functionmodulation.h,128,1920.0,<file-scope>,inline constexpr double kTicksPerWholeNote = 1920.0;
src/composing/analysis/function/functionmodulation.h,145,0.0,<file-scope>,double cadentialWeight = 0.0;      ///< §5.3 (b): the summed §5.2 tonic-votes of those cadences
src/composing/analysis/function/functionmodulation.h,146,0.0,<file-scope>,double durationWholeNotes = 0.0;   ///< §5.3 (b): the candidate area's duration in whole notes
src/composing/analysis/function/functionmodulation.h,149,0.0,<file-scope>,double persistenceEvidence = 0.0;  ///< §5.3 (b): wDuration·dur + wCadentialWeight·weight + wSpelling·spelling
src/composing/analysis/function/functionmodulation.h,150,0.0,<file-scope>,double changeCost = 0.0;           ///< §5.3 (b): the change-cost the evidence is tested against (baseChangeCost)
src/composing/analysis/function/functionoutput.cpp,36,0.0,cadenceVoteForUnit,double best = 0.0;
src/composing/analysis/function/functionoutput.cpp,54,0.0,licensedFitForUnit,return 0.0;
src/composing/analysis/function/functionoutput.cpp,58,1.0,licensedFitForUnit,"return isLicensedProgression(units[j].chord, units[i].chord) ? 1.0 : 0.0;"
src/composing/analysis/function/functionoutput.cpp,58,0.0,licensedFitForUnit,"return isLicensedProgression(units[j].chord, units[i].chord) ? 1.0 : 0.0;"
src/composing/analysis/function/functionoutput.cpp,61,0.0,licensedFitForUnit,return 0.0;  // no preceding committed harmony — the motion into the first unit is unscored
src/composing/analysis/function/functionoutput.h,86,0.0,<file-scope>,double cadenceVoteWeight = 0.0;       ///< §5.2: the tonic-vote of the cadence anchoring this unit (0 if none)
src/composing/analysis/function/functionoutput.h,87,0.0,<file-scope>,double licensedProgressionFit = 0.0;  ///< §5.0: 1.0 when the motion INTO this unit is a licensed progression
src/composing/analysis/function/functionoutput.h,88,0.0,<file-scope>,double nextBestMargin = 0.0;          ///< §5.5: the resolver's margin-to-next-best (its functionConfidence)
src/composing/analysis/function/functionoutput.h,89,0.0,<file-scope>,double combined = 0.0;                ///< the default-weighted combination (firewall — weights precision-phase)
src/composing/analysis/function/functionoutput.h,98,0.0,<file-scope>,"double combinedBoundary = 0.0;        ///< combined / (combined + kBoundary) ∈ [0,1) — the U2 boundary form"
src/composing/analysis/function/functionoutput.h,103,1.0,<file-scope>,double wCadenceVote    = 1.0;   ///< weight of the §5.2 cadence-vote component
src/composing/analysis/function/functionoutput.h,104,1.0,<file-scope>,double wLicensedFit    = 1.0;   ///< weight of the §5.0 licensed-progression-fit component
src/composing/analysis/function/functionoutput.h,105,1.0,<file-scope>,double wNextBestMargin = 1.0;   ///< weight of the §5.5 margin component
src/composing/analysis/function/functionoutput.h,108,1.0,<file-scope>,double kBoundary       = 1.0;
src/composing/analysis/function/functionoutput.h,166,0.0,<file-scope>,double resolverConfidence = 0.0;      ///< the resolver's functionConfidence (the §7 margin-to-next-best component)
src/composing/analysis/function/functionprogression.cpp,35,12,rootMotion,return ((toPc - fromPc) % 12 + 12) % 12;
src/composing/analysis/function/functionprogression.cpp,35,12,rootMotion,return ((toPc - fromPc) % 12 + 12) % 12;
src/composing/analysis/function/functionprogression.cpp,35,12,rootMotion,return ((toPc - fromPc) % 12 + 12) % 12;
src/composing/analysis/function/functionprogression.cpp,44,5,isDescendingFifth,"return rootMotion(fromRootPc, toRootPc) == 5;"
src/composing/analysis/function/functionprogression.cpp,51,8,isDescendingThird,return delta == 8 || delta == 9;
src/composing/analysis/function/functionprogression.cpp,51,9,isDescendingThird,return delta == 8 || delta == 9;
src/composing/analysis/function/functionprogression.cpp,59,2,isAscendingSecond,return delta == 1 || delta == 2;
src/composing/analysis/function/functionprogression.cpp,68,7,isAscendingFifth,"return rootMotion(fromRootPc, toRootPc) == 7;"
src/composing/analysis/function/functionprogression.cpp,77,10,isDescendingSecond,return delta == 10 || delta == 11;
src/composing/analysis/function/functionprogression.cpp,77,11,isDescendingSecond,return delta == 10 || delta == 11;
src/composing/analysis/function/functionprogression.cpp,87,6,isDiatonicDiminishedFifth,"return rootMotion(from.rootPc, to.rootPc) == 6"
src/composing/analysis/function/functionprogression.cpp,100,5,isAppliedResolution,if (from.quality == ChordQuality::Major && delta == 5) {
src/composing/analysis/function/functionprogression.cpp,116,5,isAppliedResolution,&& delta == 5) {
