file,name,start_line,end_line
src/composing/analysis/function/forwardoverride.cpp,overrideBar,26,38
src/composing/analysis/function/forwardoverride.cpp,overrides,40,45
src/composing/analysis/function/forwardoverride.cpp,isClosed,47,50
src/composing/analysis/function/forwardoverride.cpp,markFinal,52,56
src/composing/analysis/function/forwardoverride.cpp,tryOverride,58,69
src/composing/analysis/function/forwardoverride.cpp,forwardRecompute,71,94
src/composing/analysis/function/forwardoverride.cpp,reset,96,100
src/composing/analysis/function/forwardoverride.h,isRecomputing,143,143
src/composing/analysis/function/forwardoverride.h,closedCount,146,146
src/composing/analysis/function/functioncadence.cpp,norm,32,35
src/composing/analysis/function/functioncadence.cpp,eventHasPc,38,47
src/composing/analysis/function/functioncadence.cpp,voiceMovesFromTo,52,68
src/composing/analysis/function/functioncadence.cpp,dominantTritonePresent,72,75
src/composing/analysis/function/functioncadence.cpp,isPredominant,82,96
src/composing/analysis/function/functioncadence.cpp,isRootPosition,100,103
src/composing/analysis/function/functioncadence.cpp,isSecondInversionTonicTriad,105,115
src/composing/analysis/function/functioncadence.cpp,leadingToneResolves,117,124
src/composing/analysis/function/functioncadence.cpp,dominantSeventhPresent,126,134
src/composing/analysis/function/functioncadence.cpp,isGenuineDominant,136,157
src/composing/analysis/function/functioncadence.cpp,cadenceTonicVote,159,197
src/composing/analysis/function/functioncadence.cpp,makeNone,208,211
src/composing/analysis/function/functioncadence.cpp,tryAuthentic,214,286
src/composing/analysis/function/functioncadence.cpp,tryDeceptive,289,343
src/composing/analysis/function/functioncadence.cpp,tryHalf,346,391
src/composing/analysis/function/functioncadence.cpp,tryPlagal,394,432
src/composing/analysis/function/functioncadence.cpp,tryEvaded,438,490
src/composing/analysis/function/functioncadence.cpp,detectFunctionalCadences,495,527
src/composing/analysis/function/functioncadence.h,pc,128,128
src/composing/analysis/function/functionmodulation.cpp,decideTonicizationVsModulation,27,92
src/composing/analysis/function/functionmodulation.cpp,detectAndDecideModulations,95,105
src/composing/analysis/function/functionmodulation.cpp,modulationRecompute,108,159
src/composing/analysis/function/functionoutput.cpp,cadenceVoteForUnit,33,45
src/composing/analysis/function/functionoutput.cpp,licensedFitForUnit,51,62
src/composing/analysis/function/functionoutput.cpp,assembleFunctionOutput,67,138
src/composing/analysis/function/functionprogression.cpp,rootMotion,30,36
src/composing/analysis/function/functionprogression.cpp,isDescendingFifth,40,45
src/composing/analysis/function/functionprogression.cpp,isDescendingThird,47,52
src/composing/analysis/function/functionprogression.cpp,isAscendingSecond,54,60
src/composing/analysis/function/functionprogression.cpp,isAscendingFifth,62,69
src/composing/analysis/function/functionprogression.cpp,isDescendingSecond,71,78
src/composing/analysis/function/functionprogression.cpp,isDiatonicDiminishedFifth,80,89
src/composing/analysis/function/functionprogression.cpp,isAppliedResolution,91,123
src/composing/analysis/function/functionprogression.cpp,isLicensedProgression,125,143
src/composing/analysis/function/functionprogression.cpp,isMetricallyStrong,145,160
src/composing/analysis/function/functionprogression.cpp,prevailingHarmonyIndex,162,174
src/composing/analysis/function/functionprogression.cpp,establishedNextFunctionIndex,176,188
src/composing/analysis/function/functionrelationallabel.cpp,makeResult,44,54
src/composing/analysis/function/functionrelationallabel.cpp,baseNumeral,59,62
src/composing/analysis/function/functionrelationallabel.cpp,augSixthSpellingSign,72,102
src/composing/analysis/function/functionrelationallabel.cpp,tryAugmentedSixth,111,132
src/composing/analysis/function/functionrelationallabel.cpp,tryNeapolitan,138,151
src/composing/analysis/function/functionrelationallabel.cpp,triadFamily,167,177
src/composing/analysis/function/functionrelationallabel.cpp,tryModalMixture,185,209
src/composing/analysis/function/functionrelationallabel.cpp,emitAppliedLabel,215,315
src/composing/analysis/function/functionrelationallabel.cpp,classifyRelationalLabel,319,343
src/composing/analysis/function/functionresolver.cpp,normPc,36,39
src/composing/analysis/function/functionresolver.cpp,toPC,42,45
src/composing/analysis/function/functionresolver.cpp,sameRootQuality,47,50
src/composing/analysis/function/functionresolver.cpp,buildProgression,54,68
src/composing/analysis/function/functionresolver.cpp,cadenceVoteFor,72,84
src/composing/analysis/function/functionresolver.cpp,plausibility,90,107
src/composing/analysis/function/functionresolver.cpp,degreeFunctionalBias,113,123
src/composing/analysis/function/functionresolver.cpp,bassScaleDegreeBias,125,132
src/composing/analysis/function/functionresolver.cpp,rootFunctionalBias,138,145
src/composing/analysis/function/functionresolver.cpp,resolveAbstained,154,348
src/composing/analysis/function/functionresolver.cpp,carryThrough,357,370
src/composing/analysis/function/functionresolver.cpp,attemptFineGrainOverride,381,498
src/composing/analysis/function/functionresolver.cpp,resolveCarriedReadings,503,534
src/composing/analysis/function/functionresolver.cpp,hasForwardCadenceAnchor,543,553
src/composing/analysis/function/functionresolver.cpp,isCutDecision,561,589
src/composing/analysis/function/functionresolver.cpp,firstCutSelectionSlice,592,604
src/composing/analysis/function/functionresolver.cpp,resolveCarriedReadingsExtending,609,673
src/composing/analysis/function/functionromannumeral.cpp,deriveBaseRomanNumeral,28,46
src/composing/analysis/function/tonicizationlabeler.cpp,keyScale,44,57
src/composing/analysis/function/tonicizationlabeler.cpp,labelTonicizations,65,177
src/composing/analysis/progression/progressionrecognizer.cpp,idiomIndex,30,39
src/composing/analysis/progression/progressionrecognizer.cpp,maxWeightOverIdioms,41,54
src/composing/analysis/progression/progressionrecognizer.cpp,normaliseToUnit,61,75
src/composing/analysis/progression/progressionrecognizer.cpp,blendIdiomWeights,79,103
src/composing/analysis/progression/progressionrecognizer.cpp,recognitionPriorStrength,107,119
src/composing/analysis/progression/progressionrecognizer.cpp,memberContradictsCommittedReading,123,127
src/composing/analysis/progression/progressionrecognizer.cpp,overrideContributionFor,130,145
src/composing/analysis/progression/progressionrecognizer.cpp,selectCandidateFillingMember,147,156
src/composing/analysis/progression/progressionrecognizer.cpp,pcMod12,162,165
src/composing/analysis/progression/progressionrecognizer.cpp,modeContradictsLocalKey,169,178
src/composing/analysis/progression/progressionrecognizer.cpp,anchorRootPc,188,194
src/composing/analysis/progression/progressionrecognizer.cpp,recognizeProgressions,199,425
tools/a8_rebaseline_measure.py,_pcs,74,77
tools/a8_rebaseline_measure.py,_t_invariant,80,84
tools/a8_rebaseline_measure.py,_is_halfdim_or_min6_set,87,94
tools/a8_rebaseline_measure.py,cell_class,97,108
tools/a8_rebaseline_measure.py,build_piece_grid,170,211
tools/a8_rebaseline_measure.py,batch_gate_cases,216,240
tools/a8_rebaseline_measure.py,measure_preset,243,424
tools/a8_rebaseline_measure.py,_write_cells,427,435
tools/a8_rebaseline_measure.py,_write_runs,438,445
tools/a8_rebaseline_measure.py,build_mapping,448,484
tools/a8_rebaseline_measure.py,main,487,524
tools/a8_rebaseline_measure.py,__init__,116,121
tools/a8_rebaseline_measure.py,add_cell,123,167
tools/a8_rebaseline_measure.py,merge_runs,369,386
tools/analyze_inversion_errors.py,_infer_quality,35,56
tools/analyze_inversion_errors.py,main,64,365
tools/analyze_inversion_errors.py,_has_clean_alt,327,332
tools/batch_analyze.cpp,jsonEscape,139,161
tools/batch_analyze.cpp,fmtDouble,163,169
tools/batch_analyze.cpp,applyPreset,183,245
tools/batch_analyze.cpp,initModules,255,314
tools/batch_analyze.cpp,loadScore,323,362
tools/batch_analyze.cpp,isChordTrackStaff,371,379
tools/batch_analyze.cpp,staffIsEligible,383,394
tools/batch_analyze.cpp,referenceStaffForAnalysis,404,413
tools/batch_analyze.cpp,pitchClassMask,420,427
tools/batch_analyze.cpp,locateMeasureByTick,438,470
tools/batch_analyze.cpp,inferLocalKey,485,497
tools/batch_analyze.cpp,regionDumpModeName,547,555
tools/batch_analyze.cpp,analyzeScore,566,725
tools/batch_analyze.cpp,locateMeasureByTick,748,749
tools/batch_analyze.cpp,convertNotationRegion,727,761
tools/batch_analyze.cpp,convertNotationRegions,763,773
tools/batch_analyze.cpp,analyzeScoreNotation,775,812
tools/batch_analyze.cpp,qualityToString,818,831
tools/batch_analyze.cpp,keyName,833,837
tools/batch_analyze.cpp,writeKeyCandidateDump,849,931
tools/batch_analyze.cpp,writeCadenceAnchorJson,943,998
tools/batch_analyze.cpp,writeModulationJson,1011,1061
tools/batch_analyze.cpp,writeJointKeyJson,1083,1186
tools/batch_analyze.cpp,writeTonicizationJson,1197,1235
tools/batch_analyze.cpp,relationalRoleName,1249,1259
tools/batch_analyze.cpp,classifyRelationalLabel,1296,1297
tools/batch_analyze.cpp,writeL5Json,1261,1352
tools/batch_analyze.cpp,writeRegionKeyMarginJson,1367,1392
tools/batch_analyze.cpp,writeFanoutJson,1409,1434
tools/batch_analyze.cpp,writeJson,1436,1607
tools/batch_analyze.cpp,diagPcName,1613,1623
tools/batch_analyze.cpp,diagQualityName,1625,1638
